id,username,created_at,lng,lat,text
1517735545413251072,duvaltilidie,Sat Apr 23 05:22:06 +0000 2022,-83.804475,27.698681999999998,"Mom is back in the ER again, having surgery this morning. I’m honestly scared.. bad spots on her lungs, blood not f… https://t.co/sBwUhRhL48"
1517735551604084737,kimmie_c_,Sat Apr 23 05:22:08 +0000 2022,-85.9785995,35.8305215,@Blueeyes1979 Thank you for caring for her!
1517735566300884994,yungwakaanboi,Sat Apr 23 05:22:11 +0000 2022,-83.804475,27.698681999999998,up thinking about burn up the floor dnb remix
1517735573305368577,Jennife58973463,Sat Apr 23 05:22:13 +0000 2022,-83.804475,27.698681999999998,This is the bullshit that the fakers want to protect???https://t.co/GotykfEF5A
1517735609976111104,SaxMike71,Sat Apr 23 05:22:22 +0000 2022,-83.804475,27.698681999999998,@TheRoselleWay @bosswrangler Speak for yourself. 😉
1517735653789863937,novacanegoddess,Sat Apr 23 05:22:32 +0000 2022,-84.2864685,33.8028105,A bob for summer is def in the works too
1517735726967926784,TeriCBrownUGA,Sat Apr 23 05:22:50 +0000 2022,-83.1738665,32.6782075,"@branmjohn @cathy1500 @Elle3110 @WSJ My friend’s daughter was a legacy. She didn’t get in, and she had very high AC… https://t.co/M1EpOOvDq9"
1517735757309353985,reazoniam,Sat Apr 23 05:22:57 +0000 2022,-84.917307,32.4823035,@CawthornforNC @deplorabledoone I thought You were adorable ! Did you win a prize? @CawthornforNC https://t.co/dqdvPQLAEa
1517735793938374659,__jaycuttinup,Sat Apr 23 05:23:06 +0000 2022,-83.1738665,32.6782075,Bad business
1517735795007840257,OhanasRefuge,Sat Apr 23 05:23:06 +0000 2022,-83.1738665,32.6782075,Get deeper @Biblword 🙏🏻
1517735818349142017,CoolWhip3343,Sat Apr 23 05:23:11 +0000 2022,-83.804475,27.698681999999998,"""Fuck your 360 deal nigga, that shit wack""- Lupe Fiasco"
1517735831087243264,DresDungeon,Sat Apr 23 05:23:14 +0000 2022,-83.1738665,32.6782075,Hi Jimmy!!!!!!! https://t.co/d3NmPEfIqi
1517735890369585152,icedtea34,Sat Apr 23 05:23:29 +0000 2022,-80.84338635,35.34805755,"I'm at Jack in the Box - @jackbox in Charlotte, NC https://t.co/uiLSvyGOMI"
1517735897864843265,_GetLikeBREA,Sat Apr 23 05:23:30 +0000 2022,-84.1356095,33.8855675,I wanna go home🥹
1517735908233170944,Jt_100000,Sat Apr 23 05:23:33 +0000 2022,-84.433106,33.7671945,"@ochocinco Naw. That’s bout right. It’s a toss up with him and diggs, but everybody else is better, respectfully"
1517735918647525376,uziprivate,Sat Apr 23 05:23:35 +0000 2022,-84.2306505,33.5268825,NEW FANTASY DROP🔥
1517735956094324737,cook_elliott,Sat Apr 23 05:23:44 +0000 2022,-83.1738665,32.6782075,@Hitomi_official I need to ask u for your permission?🤔👉🏻👈🏻
1517735957583339520,iheartmusic224,Sat Apr 23 05:23:45 +0000 2022,-83.1738665,32.6782075,Ok Bosco.. that was nice! #DragRaceFinale
1517735958019420160,atlred5,Sat Apr 23 05:23:45 +0000 2022,-83.1738665,32.6782075,Absolutely 🤤
1517735989371973632,Miss_Culpepper,Sat Apr 23 05:23:52 +0000 2022,-83.804475,27.698681999999998,I want flowers and cute messages
1517736018237140997,DividedskyRBF,Sat Apr 23 05:23:59 +0000 2022,-83.1738665,32.6782075,I love going to a local Cookout and being 10 to 20 years younger than every customer! I love that!!!
1517736023488356352,reazoniam,Sat Apr 23 05:24:00 +0000 2022,-84.917307,32.4823035,@RealCandaceO I also suggest sending them to Delaware to the Presidents house
1517736025241669634,Morris2022,Sat Apr 23 05:24:01 +0000 2022,-83.1738665,32.6782075,"Lawd Jesus, it’s time. Come back"
